timestamp,client_user_id,chat_id,question,model_output,first_token_time,final_token_time,token_count
2026-06-15 10:43:01,3167556d-2a11-4606-923c-d68c931a8d0c,a74140d3-0b49-4d67-8653-6727228b192f,員工投保金額太高如何調降？,您可以透過以下兩種方式申請調降員工的投保金額：. **線上申請**：利用健保署全球網的「多憑證網路承保作業」辦理薪資調整。.**書面申請**：填寫「投保金額調整申請書」寄送至健保署。申請時請記得檢附相關的證明資料、薪資證明，或是勞保、就保、職保的調整證明。,1.467471320182085,2.4762943871319294,31
2026-06-15 10:43:01,627bde59-45c5-4517-a4ad-e211154ffaeb,bb1d3f2d-e936-4285-a9fa-2ec5b0ffda5c,股票時價超過認股價格的差額扣取補充保險費說明,關於個人行使認股權時，若執行權利日的股票時價高於認股價格而產生的差額，此部分被視為「其他所得」。由於「其他所得」並不屬於補充保險費的計算基數，因此不需要繳納補充保險費。,1.3321473933756351,2.264820821583271,20
2026-06-15 10:43:02,21b7e297-5781-431f-a790-d25fc2d3ebb9,c105502e-a58e-48d2-b5df-ca5509a514c2,健保卡遺失已補領，後來又找到還可以再用嗎？,如果您在申請補發健保卡後才找回原來的舊卡，請注意舊卡在重新申請後會直接被註銷，因此無法繼續使用。建議您盡速聯繫健保署確認新卡的製發進度。,1.4440844915807247,2.0944764148443937,15
2026-06-15 10:43:02,4c2a56e8-bb45-4a20-bac2-06a7a823dde4,65d9342d-ea24-40ca-9ca8-939ddcb5fe9e,停保審查要多久,很抱歉，目前的資料中沒有關於停保審查所需時間的相關資訊。,1.190179742872715,1.2132089268416166,2
2026-06-15 10:43:05,e2b1f6c3-59bb-4850-be4a-88bfda95aca3,8e6372b4-f8cd-4edd-ab15-3175adc581f4,有關網路流傳「年收入160萬元以下趕快去健保署申請菸品健康捐補助健保費」之錯誤訊息，已發布新聞澄清。,關於網路流傳「年收入160萬元以下可向健保署申請菸品健康捐來補助健保費」的消息是不正確的。針對此項錯誤訊息，目前已有新聞澄清，您可以前往全球資訊網首頁的「闢謠專區（1060221）」查看詳細說明。,1.411158224567771,2.428995355963707,22
2026-06-15 10:43:05,37078460-5367-45c0-b49e-25d55b613f1d,58727aa3-f713-44fb-8cc4-b8186bbfbdd9,公司如何為外籍勞工投保？,投保單位可以透過以下三種方式為移工辦理投保並申請健保卡：1. **網路申請**：請前往健保署官網的「網路櫃檯」 $\rightarrow$ 「承保網路櫃檯」 $\rightarrow$ 「投保單位」$\rightarrow$「多憑證網路承保作業」辦理。2. **臨櫃辦理**：* **投保部分**：請準備代辦人的身分證明正本、公司章、負責人印章、移工的居留證正反面影本以及勞動部的核准函影本。若要同時辦理勞健保，請填寫兩份「勞、就、災、健保暨勞退合一加保申報表」，健保署會代為轉送一份至勞保局。* **申請健保卡**：請攜帶移工與代辦人的身分證明正本、一張2吋大頭照（需能辨識本人相貌）以及200元工本費。3.**郵寄申請**：* **投保部分**：填寫「全民健康保險保險對象投保申報表(D表)」並加蓋公司章與負責人印章，隨信附上移工居留證正反面影本及勞動部核准函影本。若同步辦理勞健保，請改填兩份「勞、就、災、健保暨勞退合一加保申報表」，並附上兩份居留證影本與核准函影本。* **申請健保卡（僅限首張）**：填寫「請領健保卡申請表」，並黏貼移工的身分證明（如居留證）正反面影本及一張2吋大頭照。照片規格可參考健保署官網：https://www.nhi.gov.tw/ch/cp-bd5f2-263-1.html。提醒您，在等待健保卡期間若需要就醫，可以攜帶身分證明文件，搭配加保表影本（網路申請者須加蓋單位印章）或請領健保卡的收執聯，即可以健保身分就診。,1.4214705061167479,8.288390723988414,150
2026-06-15 10:43:06,3eabc026-7961-420c-aee8-dea08b69a224,909fd6d6-b5d8-4308-b3ab-dc14a7cb63dd,第六類重大傷病發紙卡持卡人效期註銷查詢方式,關於第六類重大傷病發紙卡持卡人的效期註銷查詢，健保署在處理註銷案件時，會發信通知保險對象，並將副本告知開立診斷書的醫療院所。同時，保險對象需要繳回卡證，而重大傷病維護檔的持卡註記欄位則會登錄為「註銷」。,1.3741838186979294,2.4309660512953997,26
2026-06-15 10:43:08,787018cf-536f-49ae-9e66-8084c6375258,92689d7a-7cfb-4b13-9a85-2fc8a1091af4,請問有家族肺癌史，做低劑量斷層掃瞄有補助嗎,如果您具有肺癌家族史（包含父母、子女或兄弟姊妹曾被診斷為肺癌），且符合年齡條件（男性 5至 74歲，或女性 45 至74 歲），每 2 年可以獲得 1次胸部低劑量電腦斷層檢查的補助。此項癌症篩檢服務是由國民健康署提供，並由健保署協助行政相關業務。,1.1390161588788033,2.6303440798074007,27
2026-06-15 10:43:08,4bb743b7-7af4-49fc-bb73-046b6139e35d,1a9d4ff9-d36c-48ec-81fd-a47f8a2917c5,死亡如何辦退保，帶什麼證件？在哪裡辦理？,您可以在戶政事務所辦理死亡登記時，同步申請健保退保，這樣就不用再請投保單位幫忙申報。如果您沒有在除戶登記時一併申請，請攜帶死亡證明或有備註死亡日期的戶口名簿，前往投保單位（如公司行號、職業工會或農漁會）辦理即可。另外，若在戶政事務所辦理死亡登記時已同意通報健保署，本署會主動依照死亡日辦理退保，您無需另行申報，但建議家屬仍需告知投保單位知悉。退保當月起將不再收取健保費。,1.2919655106961727,3.74784573353827,57
2026-06-15 10:43:10,bf0fdcf3-a8e6-442b-a568-e2a12a654771,51de6745-7933-43e4-aa90-1a85cc2dbdcd,「補充保險費網路明細申報及列印繳款書系統」操作方式,關於「補充保險費網路明細申報及列印繳款書系統」的操作方式，您可以參考以下說明：. 您可以前往本署全球資訊網，路徑為：首頁 $\rightarrow$ 網路櫃檯 $\rightarrow$補充保險費作業申辦 $\rightarrow$補充保險費作業區 $\rightarrow$ 申報及繳納作業(使用憑證)$\rightarrow$操作指南，在那裡可以找到操作手冊以及懶人包。. 若在操作上仍有疑問，請撥打健保諮詢服務專線：-市話：000-030-598 或8-678（免加區域碼）。- 手機：02-4128-678。,1.3743790201842785,4.657285550609231,52
