timestamp,client_user_id,chat_id,question,model_output,first_token_time,final_token_time,token_count
2026-06-09 10:56:16,da6e78d4-99ae-4691-a552-d8cebf1bd999,1ea46fe7-8838-43f7-898f-116bf1e2fa79,保費計算諮詢說明,如果您對保費的計算方式有任何疑問，請查看健保署寄給您個人或公司的繳款單，上面有印製負責承辦人員的聯絡電話，您可以直接撥打該電話請承辦人員為您提供協助。,6.042664444074035,9.925442418083549,39
2026-06-09 10:56:21,7953a49a-18a9-4820-b1fd-efdff5d744a8,fdd557eb-e750-4943-85bf-07ea82eb442b,健保卡膠膜脫落申請換發新卡，是否收取200元工本費?,如果您的健保卡僅是膠膜脫落且屬於自然損壞，只要沒有折損破裂導致晶片無法讀取，申請換發新卡是不需要繳納 200 元工本費的。,11.4731807988137,12.28522029146552,33
2026-06-09 10:56:23,73b3242c-66e3-41a4-824e-16ec2b75efc2,004d786f-010c-4ff7-a51c-f2d41a37989a,愛滋病與全民健康保險之關聯說明,關於愛滋病與全民健康保險的關聯說明如下：1.在民國年之前，愛滋病是以健保重大傷病的項目來給付；之後則改由疾管署使用公務預算來支應。2.依照民國年月日修正的相關條例，自年月日起，愛滋感染者在確診後開始服藥的年內，醫療費用由疾管署的公務預算補助；滿年後的醫療費用則回歸由健保給付，而其中的部分負擔費用仍由疾管署支付。,4.370344905182719,19.011468037962914,110
2026-06-09 10:56:23,6e89f041-f5de-43d5-a133-63c832852aa2,3724dc07-2f50-46c0-a7e3-6d8416643841,公司收到退費支票，公司未開戶，如何辦理變更領款人？,如果您的公司收到退費支票但尚未開立公司帳戶，且支票金額低於新臺幣萬元，您可以依照下列方式辦理支票註銷禁止背書轉讓或註銷平行線：請準備好負責人的身分證正本（若由代理人辦理，需額外提供代理人的身分證正本）、公司大小章、該張退費支票以及「支票變更申請書」，前往開立該支票的本署轄區業務組辦理。關於「支票變更申請書」的下載，請至本署全球資訊網：健保服務$\rightarrow$健保表單下載$\rightarrow$投保相關表單$\rightarrow$投保資格與異動表單 $\rightarrow$其他表單下載(https://www.nhi.gov.tw/ch/cp-1884-b41b0-3294-1.html)。,3.4834095779806376,22.37534332089126,190
2026-06-09 10:56:23,291da22f-4f36-490a-9d88-2d99792c7026,f904116c-51ae-4e0b-b875-477d5951e400,已經習慣使用單機版，使用「補充保險費網路明細申報及列印繳款書系統」比較?,相較於單機版，使用「補充保險費網路明細申報及列印繳款書系統」有以下優勢：.**降低風險**：單機版的資料儲存在個人電腦中，若遇到電腦中毒、系統更新或更換電腦，可能會面臨無法登入或資料遺失的風險，且本署承辦人無法協助排除此類系統問題。.**功能便捷**：新版系統讓獲授權的人員可以隨時登入，輸入補充保險費明細後，系統會自動計算正確的金額，申報完畢後也能直接列印繳款單來完成繳納作業。,9.89478524401784,21.518815824761987,123
2026-06-09 10:56:24,a365a917-e4ad-41b0-84c8-9d89046cf0ed,96b85e9a-0a24-4def-bc62-b4c8ec58d4b1,投資型保險契約之補充保險費扣繳,關於投資型保險契約之補充保險費扣繳說明如下：目前投資型保險契約的收益並不列入扣費範圍。這是因為當投資帳戶產生利息、股利或租金等收益時，這些款項是給付給契約的保險人，而非健保的保險對象。此外，由於代扣的執行成本較高而金額有限，因此現階段不採取扣費措施。,13.194871596992016,16.785281291231513,81
2026-06-09 10:56:25,1e691d79-2e00-40dc-94db-5cfd878892fb,3081ddc3-748c-42ca-9bae-b13f5b76c87d,補充保險費繳款單列印方法,您可以通过以下两种方式列印补充保险费缴款单：.**网络办理**：请访问「补充保险费作业专区」(https://eservice.nhi.gov.tw/nd)的「投保单位及扣费单位/申报及缴纳作业」服务。其中，若选择「补充保险费缴款书列印或邮寄申请」则无需凭证即可列印；若使用「补充保险费网络明细申报及列印缴款书系统」，则需使用已注册的健保卡、自然人凭证或单位凭证登录后办理列印及明细申报。.**临柜办理**：您可以直接前往健保署的联合服务中心或联络办公室申请列印。,8.589454943314195,19.722486620768905,145
2026-06-09 10:56:28,97e25752-0a61-4e52-9762-627e9bef29b4,f4a86792-7340-46e5-93f8-ef3922c4078f,原本是以「投保單位及扣費單位使用憑證服務專區」申報，現在申報系統改為「補充保險費網路明細申報及列印繳款書系統」操作方式改變很大嗎?,新版的「補充保險費網路明細申報及列印繳款書系統」實際上是將舊有的「補充保險費網路明細申報及列印繳款書系統」以及「投保單位及扣費單位使用憑證服務專區」的申報功能整合在一起。,4.431336555629969,5.49576810002327,48
2026-06-09 10:56:28,7980403b-093d-41e5-96c8-4c95450d376a,b6e26400-1bc1-43cf-b79a-1ef94f7bae50,一、病人意見分享平台目的說明二、病人意見分享平台發表及製作報告說明,關於您詢問的病人意見分享平台，說明如下：**一、平台成立目的**為了讓納入健保給付的新藥物能符合民眾的需求與期待，健保署在正式邀請病友團體參與藥物共同擬訂會議之前，先建立此平台來收集病人或照顧者的心聲以及對新醫材或新藥的期望，讓會議代表能更深入了解實際情況。目前平台上列出的品項，原則上會放置天以上，包含：.已向健保署建議納入給付、用於新治療機轉或重大傷病（例如自體免疫疾病、癌症）的新藥。.會植入體內（例如支架、骨科材料）或民眾可看見的醫療器材。**二、發表意見與報告製作說明**1.**發表意見：**使用者在分享意見時需要進行註冊，以確認身分。若提供電子郵件，未來本署有新消息時可即時通知。註冊過程請依照網站指示逐項輸入資料即可。2.**報告製作：**健保署會將平台蒐集到的意見整理成摘要報告，提供給藥物共同擬訂會議參考。此外，完整的會議紀錄、全程錄音檔或已完成的醫療科技評估資料，都會公布在健保署全球資訊網（http://www.nhi.gov.tw），讓民眾可以了解相關新藥物納入健保給付的進度。,5.228642959147692,25.503444964066148,308
2026-06-09 10:56:37,d548b1e1-242a-4290-8c5b-06db10b0aa3e,2388d23b-435c-41bc-b977-99474bc371cb,健康存摺不能看血糖近3年曲線圖,您可以在健康存摺的「檢驗檢查結果」項目中，查閱個人的血糖檢驗報告以及三年內的檢查結果曲線圖。,4.611489554867148,5.046455888077617,15
