timestamp,client_user_id,chat_id,question,model_output,first_token_time,final_token_time,token_count
2026-06-15 09:41:39,4c8f27de-7a66-4f7e-9fac-9a2dda595b88,4e739be1-b884-4448-be13-dcd45e0106f8,接獲健保卡違規使用、被盜用、有違規紀錄，即將被停卡的電話，該如何處理？,請您務必提高警覺，因為本署不會透過電話、語音、簡訊或Line等方式，主動通知民眾關於健保卡被冒用或積欠保費的情況。,1.3227780163288116,1.610543118789792,12
2026-06-15 09:41:39,0d0fc2f4-ac7a-4a94-840c-3442a5749db5,7b5e0725-55ff-41d1-a792-0cc1109727a4,特約醫事機構代碼網路查詢,很抱歉，目前的資料中沒有關於特約醫事機構代碼網路查詢的相關資訊。,0.9108296558260918,0.9612882249057293,3
2026-06-15 09:41:42,6f80fa53-4d97-434d-b872-0fe7737e4a5d,cfe6e789-05df-4e0b-816d-9db56495844c,補充保險費明細申報金額跟繳費金額不符說明,關於補充保險費的申報金額與繳費金額不一致的情況，說明如下：. 若您已經繳費但尚未申報明細，或是雖然有申報明細但金額或項目與實際繳納不符，請採取補申報或更正內容的方式處理。2.若您已經申報但尚未繳費，請補繳應繳的保險費，即使繳款單已逾期依然可以使用該單據繳納。,0.9859264362603426,2.4356787279248238,42
2026-06-15 09:41:42,76cea7f2-a16f-40fe-afc7-0ee183c40020,b35f81d0-6ee7-473c-adde-b713711cd75c,第六類第二目的規定為何？,健保法第十條第六款第二目的規定是指那些沒有工作，且不符合作為眷屬投保資格的人，也就是沒有職業並以戶籍所在地的鄉、鎮、市、區公所作為投保單位的人員。,1.0186145603656769,1.4859320595860481,18
2026-06-15 09:41:44,b3c4cd6a-02a1-4ef3-b81a-46810bfe365a,712ef0b3-523a-4f10-9f33-19d223b2d7a8,未滿18歲但也還沒有領到身分證時， 可否自行臨櫃申辦健保卡？,可以的，由於健保卡是就醫所需的必要憑證，因此未成年人可以自行前往臨櫃申辦。如果您尚未領到身分證，可以用戶口名簿來代替身分證明文件。,1.8719537276774645,2.5319980680942535,15
2026-06-15 09:41:45,f0ce5dff-78e4-44ce-8823-c6eca28b1ca5,8fb886a2-54f7-410e-9ad7-445bf050fce7,我現在請育嬰假中，家人如何把健保轉到我這來呢？,如果您目前處於育嬰假期間，想要新增眷屬依附投保，請將該眷屬的基本資料提供給您服務的單位，即可辦理投保申報手續。,1.6872023157775402,2.336824167519808,14
2026-06-15 09:41:46,ab2e34b6-0dee-4e34-acf5-c9ef8e59a685,9e067c30-eae6-4b4d-975b-208158c8c36e,一直未收到健保卡網路註冊服務的確認信，該怎麼辦？,如果您已經申請了健保卡註冊但還沒收到確認信，您可以前往本署的「健保卡網路服務註冊」網頁，使用「重寄確認信」的功能，選擇再次發送確認信，或者修改您的電子郵件信箱後再重新寄送。,1.4859542716294527,2.4663511887192726,26
2026-06-15 09:41:46,9f7783b8-a0f5-46a9-a498-d1e87aa7d06c,505c8c03-5242-4b2e-99b4-221087c35555,點心債所獲配之利息所得扣取補充保險費說明,關於點心債所獲配的利息所得，應按照相關規定扣取補充保險費。,1.4948566071689129,1.5712044071406126,4
2026-06-15 09:41:48,f33117a4-bccc-4ae5-ba27-68493a2054a9,7fdd092e-a025-44e5-84a4-f541364825ba,全民健保費用來源,全民健保的主要資金來源是保費收入，這部分由政府、雇主以及民眾三方共同分擔，收到的保費會用來支付民眾看病的醫療費用。另外需要提醒您的是，健保保費僅用於支付醫療費用，至於人事行政支出或員工薪資等行政成本，則全部由政府撥款，不會動用到保費。,1.3807044234126806,3.039403388276696,32
2026-06-15 09:41:53,5f6ebf45-bb75-4135-b5dd-2380bcec7092,0440a81f-8792-4eed-8b6a-c12461e432a4,全民健保優惠居住山地離島地區民眾之措施,為了改善山地離島地區醫療資源不足的情況，健保署採取了以下措施來提升就醫便利性：1. 在山地離島地區的醫院或診所看門診、急診、住院，以及接受居家照護服務的人員，皆不需要自行負擔醫療費用。2.若由離島的醫院或診所轉診到台灣本島就醫，該次的門診與急診費用也免自行負擔。3.推動醫療給付效益提昇計畫(IDS)以及針對西、中、牙醫資源不足地區的改善方案，藉此鼓勵醫療院所前往山地離島提供醫療服務。,1.6999188922345638,6.898536330088973,57
2026-06-15 09:41:54,fe95d73f-7541-4f84-9582-263daf505b58,3db1763d-862d-4aac-b60e-6b1c9a9261d1,獎金改列為薪資所得之補充保險費扣繳,關於獎金改列為薪資所得的補充保險費扣繳說明如下：首先，二代健保的補充保險費是以雇主每月支付的薪資所得總額與受僱者每月投保金額總額之間的差額來計算。因此，即使獎金被改列為薪資所得，依然在雇主應負擔的補充保險費計算範圍內，目的是為了避免企業透過調整員工的薪資結構來規避。其次，根據全民健康保險法的規定，若最高一級投保金額的人數在連續 1個月內超過被保險人總人數的3%，主管機關會調高投保金額等級，這可能會導致雇主需要以更高的投保金額和費率來支付一般保險費。,1.702803099527955,7.236764730885625,65
2026-06-15 09:41:54,ff1b432a-23d3-45f6-8d67-733a565e1b57,73369654-54c9-45a0-a960-79b954a5ff4d,眷屬遭受家暴可不必隨同辦理加保及退保，但若「施暴者為所依附之眷屬」，被保險人可否依前開規定，主張將其眷屬轉出？,可以的。針對家庭暴力被害人的情況，無論其身分為被保險人或眷屬，都屬於法律規定中難以隨同被保險人辦理投保及退保的情形。因此，如果施暴者是所依附的眷屬，被保險人可以主張將該施暴眷屬轉出，以保障被害人避免遭受進一步的身心迫害。,3.4769062381237745,6.446084309369326,32
2026-06-15 09:41:56,2b650eee-d036-428d-bcb3-a55735ff6359,d5f3dce8-b733-4c2a-99b7-4fa2c47f0a41,健保費轉帳扣繳有好處嗎？,選擇約定轉帳扣繳健保費非常方便且划算，主要好處包括：. **省時便利**：不需要親自跑銀行臨櫃繳費。. **避免滯納金**：不必擔心因為忘記繳納、搬家導致地址變更或出國旅遊而延遲繳費，因而產生滯納金。3.**無需手續費**：使用此方式扣款不需要負擔額外的手續費用。,4.163157733157277,6.182953432202339,39
2026-06-15 09:41:56,ffe2f1a6-a765-473d-9602-872234c8d988,9ece1f5b-d341-4897-aa7b-2693b2cf3e5f,員工支付之違約金不退還補充保險費說明,關於員工支付違約金是否能退還補充保險費的說明如下：若員工因為提前離職而向公司支付違約金，此情況無法申請退還補充保險費。這是參照財政部的函釋規定，認為納稅義務人因未履行服務契約而繳還給公司的費用（例如出國進修期間領取的薪資或旅費等），在性質上屬於違約賠償，並不代表所得減少，因此不能在該年度的所得中扣除，也就無法申請退還補充保險費。,4.436927579343319,6.750738171860576,50
2026-06-15 09:41:56,46c0a674-3ac1-4d15-90e0-9c5df4009323,83f9bb56-32db-454a-a4a1-dfae49d15db4,排程檢查填寫規定,如果您是在就醫的隔日進行排程檢查，在登錄健保卡時，請將就醫類別填寫為「AG排程檢查」。,1.3841535467654467,1.5645009353756905,7
2026-06-15 09:41:56,b4bd8a27-b646-427b-986a-af4e9e0b7754,c089cd87-c61e-4fc5-b557-fc17134cf5bd,員工眷屬目前已有職業如何辦理退保？,若您是以員工眷屬身分加保且現在已找到工作需要辦理轉出，可以選擇以下三種方式：. 線上申報：利用本署的「多憑證網路承辦作業」，進入「單獨健保申報異動」中的「退保作業」即可完成。2.郵寄辦理：填寫健保專用的「保險對象退保申報表」，並加蓋單位的大小章後寄至健保署。3. 臨櫃辦理：請攜帶單位大小章、代辦人的身分證正本以及印章前往辦理。,3.3150633554905653,5.6083620544523,49
2026-06-15 09:41:56,cba43d53-3e60-45ff-9fa6-142b8235a939,c236da9e-f289-43a6-ba0c-190a97a51c21,何種情況下，勞健保可以分開做投保？,勞健保可以分開投保的情況如下：1.公司裁員且該人員的勞保年資已達5 年以上。2.已取得「福保」資格的人員，健保可投保於公所，而勞保則投保於公司。3. 同時在兩個或更多單位工作的員工，勞保必須在所有工作單位都加保，但健保可選擇在主要工作單位投保（主要工作是以工作時間較長、所得較高或危險性較大來認定）。,2.6697039287537336,4.4108036905527115,44
2026-06-15 09:41:57,dab55542-fa9d-4a96-9094-2e24ab313bc4,31a69cfa-6b73-4762-8f28-d5f3656254c4,補充保險費明細申報金額跟繳費金額不符說明,關於補充保險費的申報金額與繳費金額不一致，情況分為以下三種及其處理方式：. 若已經繳費但尚未申報明細，請補辦申報。2.若已有申報明細且已繳費，但兩者金額或項目不符，請採取補申報或更正內容的方式處理。. 若已申報但尚未繳費，請補繳應繳的保費（即使繳款單已逾期仍可持單繳納）。,1.9204718358814716,3.9923693481832743,44
2026-06-15 09:41:57,c4764bd9-7a88-4804-a663-bdc5fdcd6cf7,ca86820f-dbd8-4a08-a5a9-e3aa8c9623cb,哪些所得要繳補充保險費？,"關於需要繳納補充保險費的所得，分為民眾與雇主兩部分：**1. 民眾方面：**除獎金與兼職所得外，若單次給付金額在2 萬元以上且不超過,000萬元的部分，皆需扣繳補充保險費，包含：***獎金：**由所屬投保單位發給，且全年累計超過當月投保金額4 倍的部分（單次上限 1,000 萬元）。***兼職所得：**由非所屬投保單位發給且達一定金額時。* **執行業務收入：**未納入投保金額的部分。* **股利所得：**持有股票所獲得的現金或股票股利。* **利息所得。*** **租金收入。****2.雇主方面：**若每月發放的薪水總額，超過了其僱用所有員工當月健保投保金額的累加總數，其超過的部分也應計繳補充保險費。",2.626115422695875,8.558031098917127,91
